Descrição da falha,Tipo de atividade,CÓDIGO DA OS,Ativo ,Equipe responsável,Executor (tecnico),Início,Fim,Hora início,Hora fim,Duração,Custo real dos técnicos (custo m.o.),Custo total real
Falha elétrica,Manutenção corretiva,CORRETIVA-07-25-1215,581-008 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,7/31/2025,7/31/2025,08:40:00,09:10:00,00:30:00,"11,36","11,36"
Superaquecimento,Manutenção corretiva,CORRETIVA-07-25-1216,NR11-848 - PONTE ROLANTE 9.500 KG #848,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,7/31/2025,7/31/2025,09:10:00,09:25:00,00:15:00,"5,68","5,68"
Quebra do termopar,Manutenção corretiva,CORRETIVA-08-25-0030,#154 - FORNO IGNIX ,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,07:40:00,08:15:00,00:35:00,"13,25","13,25"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-08-25-0002,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,8/1/2025,8/1/2025,07:00:00,14:35:00,07:35:00,"137,87","137,87"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-08-25-0513,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,8/1/2025,8/1/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-08-25-0002,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,8/1/2025,8/1/2025,07:00:00,14:35:00,07:35:00,"137,87","137,87"
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-08-25-0008,#219 - INJETORA A SECO AA #219,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,8/1/2025,8/1/2025,11:00:00,13:30:00,02:30:00,"63,63","63,63"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-08-25-0071,#219 - INJETORA A SECO AA #219,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,16:00:00,16:30:00,00:30:00,0,0
Falha na unidade de injeção,Manutenção corretiva,CORRETIVA-08-25-0076,#298 - INJETORA A SECO AA #298,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,21:00:00,21:50:00,00:50:00,0,0
Travamento mecânico,Manutenção corretiva,CORRETIVA-08-25-0074,#312 - CORTADEIRA DOBRADEIRA J.A. KRAFT 20.195 #312,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,18:30:00,19:00:00,00:30:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0075,#433 - PRENSA AA #433,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,20:00:00,20:40:00,00:40:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0006,#442 - PRENSA WUXI NANFANG #442,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,8/1/2025,8/1/2025,09:00:00,11:00:00,02:00:00,"36,36","36,36"
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0072,#443 - PRENSA DST #443,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,17:50:00,18:30:00,00:40:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0031,#446 - PRENSA ROSENDAHL NEXTROM Ø120/24D #446,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,08:15:00,09:00:00,00:45:00,"17,04","17,04"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0011,#450 - POLITRIZ BANDERA .,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,17:00:00,17:50:00,00:50:00,0,0
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0073,#488 - POLITRIZ CV LINE ROYLE #488,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,16:30:00,17:30:00,01:00:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0013,#656 - PLAINA #656,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,15:00:00,15:30:00,00:30:00,0,0
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0037,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,10:10:00,10:45:00,00:35:00,"13,25","13,25"
Falha no motor principal,Manutenção corretiva,CORRETIVA-08-25-0017,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,8/1/2025,8/1/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0017,192-011-001 - GAIOLA 01,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,8/1/2025,8/1/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Travamento inesperado,Manutenção corretiva,CORRETIVA-08-25-0016,202-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/1/2025,8/1/2025,19:00:00,20:30:00,01:30:00,"27,27","27,27"
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0015,214-002 - INJEÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/1/2025,8/1/2025,16:00:00,19:00:00,03:00:00,"54,54","54,54"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0022,214-002 - INJEÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,8/1/2025,8/2/2025,23:10:00,01:00:00,01:50:00,"33,03","33,03"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-08-25-0014,219-014 - MOTOR CA PRINCIPAL DA INJETORA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/1/2025,8/1/2025,15:00:00,16:00:00,01:00:00,"18,18","18,18"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0038,219-017 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,10:45:00,11:00:00,00:15:00,"5,68","5,68"
Travamento inesperado,Manutenção corretiva,CORRETIVA-08-25-0033,219-017 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,09:30:00,09:55:00,00:25:00,"9,47","9,47"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0009,298-009 - COILER,EQ-ATV-002 - EQUIPE CORRETIVA,64941 - OPERADOR 7,8/1/2025,8/1/2025,07:30:00,17:00:00,09:30:00,"327,24","327,24"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0041,307-016 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,13:00:00,13:30:00,00:30:00,"11,36","11,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0052,312-002 - 1ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,8/1/2025,8/1/2025,15:00:00,16:30:00,01:30:00,"27,27","27,27"
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0007,312-002-001 - SISTEMA DE CARREGAMENTO,EQ-ATV-002 - EQUIPE CORRETIVA,65010 - OPERADOR 17,8/1/2025,8/1/2025,09:30:00,18:20:00,08:50:00,"160,59","160,59"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0039,312-012 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,11:00:00,11:15:00,00:15:00,"5,68","5,68"
Travamento inesperado,Manutenção corretiva,CORRETIVA-08-25-0010,312-013 - PLAINA #312,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,8/1/2025,8/1/2025,14:00:00,14:30:00,00:30:00,"9,09","9,09"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0018,334-006 - BERÇO 05,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/1/2025,8/1/2025,20:30:00,22:30:00,02:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0032,442-010 - PRENSA 150 MM,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,09:00:00,09:30:00,00:30:00,"11,36","11,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0055,442-010 - PRENSA 150 MM,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,8/1/2025,8/1/2025,21:00:00,22:30:00,01:30:00,,0
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0040,442-010 - PRENSA 150 MM,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,11:15:00,12:00:00,00:45:00,"17,04","17,04"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0053,443-005 - CALHAS,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,8/1/2025,8/1/2025,16:30:00,20:00:00,03:30:00,"63,63","63,63"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0029,444-001 - BASE DESENROLADOR 01,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,07:25:00,07:40:00,00:15:00,"5,68","5,68"
Travamento inesperado,Manutenção corretiva,CORRETIVA-08-25-0001,488-003 - ACUMULADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,8/1/2025,8/1/2025,07:00:00,09:00:00,02:00:00,"72,72","72,72"
Travamento inesperado,Manutenção corretiva,CORRETIVA-08-25-0036,656-013 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/1/2025,8/1/2025,09:55:00,10:10:00,00:15:00,"5,68","5,68"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0068,NR11-848 - PONTE ROLANTE 9.500 KG #848,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/1/2025,8/1/2025,15:30:00,16:00:00,00:30:00,0,0
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-08-25-0034,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,8/2/2025,8/2/2025,07:00:00,14:35:00,07:35:00,"137,87","137,87"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-08-25-0034,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,8/2/2025,8/2/2025,07:00:00,14:35:00,07:35:00,"137,87","137,87"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-08-25-0090,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,20:00:00,20:30:00,00:30:00,0,0
Falha no sensor de posição,Manutenção corretiva,CORRETIVA-08-25-0089,#304 - CORTADEIRA DOBRADEIRA TERMOMECANICA #304,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,18:00:00,18:30:00,00:30:00,0,0
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-08-25-0043,#304 - CORTADEIRA DOBRADEIRA TERMOMECANICA #304,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/2/2025,8/2/2025,07:20:00,08:00:00,00:40:00,"15,15","15,15"
Falha no sensor de posição,Manutenção corretiva,CORRETIVA-08-25-0078,#312 - CORTADEIRA DOBRADEIRA J.A. KRAFT 20.195 #312,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,15:00:00,15:30:00,00:30:00,0,0
Sensor de ângulo defeituoso,Manutenção corretiva,CORRETIVA-08-25-0044,#361 - DOBRADEIRA SPAROLLETI - 1,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/2/2025,8/2/2025,08:00:00,08:25:00,00:25:00,"9,47","9,47"
Sensor de ângulo defeituoso,Manutenção corretiva,CORRETIVA-08-25-0091,#362 - DOBRADEIRA SPAROLLETI - 2,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,20:30:00,21:00:00,00:30:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0088,#433 - PRENSA AA #433,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,18:30:00,19:00:00,00:30:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0086,#441 - PRENSA DST NEXTRON #441,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,16:00:00,16:40:00,00:40:00,0,0
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0087,#442 - PRENSA WUXI NANFANG #442,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,17:00:00,18:00:00,01:00:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0019,#444 - POLITRIZ CV LINE DST #444,EQ-ATV-002 - EQUIPE CORRETIVA,65220 - OPERADOR 24,8/2/2025,8/2/2025,04:00:00,06:00:00,02:00:00,"45,44","45,44"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0092,#475 - POLITRIZ CV LINE BB #475,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,21:30:00,22:15:00,00:45:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0085,#581 - BRAIDER SPIRKA 600 #581,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,8/2/2025,8/2/2025,15:30:00,16:00:00,00:30:00,0,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0050,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,8/2/2025,8/2/2025,08:00:00,09:30:00,01:30:00,"27,27","27,27"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0203,158-008 - CLP - PP F. MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,65274 - OPERADOR 28,8/2/2025,8/2/2025,19:00:00,23:00:00,04:00:00,"90,88","90,88"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-08-25-0048,192-002 - FORNO CONTINUO #2,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/2/2025,8/2/2025,13:45:00,14:30:00,00:45:00,"17,04","17,04"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0027,192-005-012 - TIMBAL,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,8/2/2025,8/2/2025,03:20:00,04:20:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0025,192-010-007 - REDUTOR PLANETÁRIO STAND 1,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,8/2/2025,8/2/2025,01:00:00,01:40:00,00:40:00,"12,12","12,12"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-08-25-0057,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,8/2/2025,8/2/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-08-25-0058,192-011 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,8/2/2025,8/2/2025,18:10:00,23:00:00,04:50:00,"87,87","87,87"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0057,192-011-002 - GAIOLA 02,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,8/2/2025,8/2/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0024,202-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,8/2/2025,8/2/2025,01:10:00,02:00:00,00:50:00,0,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0054,208-010 - UNIDADE HIDRÁULICA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/2/2025,8/2/2025,15:00:00,16:00:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0045,211-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/2/2025,8/2/2025,08:30:00,10:00:00,01:30:00,"34,08","34,08"
Travamento inesperado,Manutenção corretiva,CORRETIVA-08-25-0045,211-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/2/2025,8/2/2025,08:30:00,10:00:00,01:30:00,"34,08","34,08"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-08-25-0046,214-012 - SISTEMA DE ÓLEO INJETORAL,EQ-ATV-002 - EQUIPE CORRETIVA,64891 - OPERADOR 3,8/2/2025,8/2/2025,07:00:00,13:00:00,06:00:00,"109,08","109,08"
Travamento do molde,Manutenção corretiva,CORRETIVA-08-25-0060,219-014 - MOTOR CA PRINCIPAL DA INJETORA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/2/2025,8/2/2025,18:00:00,22:30:00,04:30:00,"81,81","81,81"
Vazamento de óleo,Manutenção corretiva,CORRETIVA-08-25-0065,219-014 - MOTOR CA PRINCIPAL DA INJETORA,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,8/2/2025,8/3/2025,23:00:00,06:00:00,07:00:00,"126,96","126,96"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0026,221-002 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,8/2/2025,8/2/2025,01:40:00,02:40:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0062,221-004 - RECOZEDOR,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,8/2/2025,8/2/2025,16:30:00,18:30:00,02:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-08-25-0056,297-005 - BOBINADOR DUPLO,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,8/2/2025,8/2/2025,16:00:00,18:00:00,02:00:00,"36,36","36,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-08-25-0047,298-010 - APONTADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,8/2/2025,8/2/2025,10:15:00,10:30:00,00:15:00,"5,68","5,68"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0059,304-004 - 3ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,8/2/2025,8/2/2025,18:30:00,22:30:00,04:00:00,"72,72","72,72"
Superaquecimento,Manutenção corretiva,CORRETIVA-08-25-0063,362-005 - GAIOLA 05,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,8/2/2025,8/2/2025,03:00:00,03:45:00,00:45:00,0,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0061,433-011 - BASE DESENROLADOR 02,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,8/2/2025,8/2/2025,15:00:00,16:30:00,01:30:00,"27,27","27,27"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0064,451-009 - PRENSA PRINCIPAL 150MM,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,8/2/2025,8/2/2025,03:50:00,04:40:00,00:50:00,0,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-08-25-0035,660-003 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,8/2/2025,8/2/2025,07:00:00,08:00:00,01:00:00,"18,18","18,18"
